Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
77686,2020-07-18 16:51:32,342952484382519,fraud_Halvorson Group,misc_pos,368.47,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,d0780d852fb031378a3c52eb7012d994,1374166292,42.791215,-74.217899,0
212363,2020-09-04 09:44:28,180067784565096,"fraud_Greenholt, Jacobi and Gleason",gas_transport,56.88,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,92d5ada42e5e11c602c98c8b7a496515,1378287868,42.620067,-87.879745,0
384844,2020-11-18 06:55:47,676372984911,"fraud_Osinski, Ledner and Leuschke",grocery_pos,119.61,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,cc113b926774e3c535a82cbc40f19369,1384757747,40.432808,-98.742044,0
87554,2020-07-21 11:42:02,3523898249167098,fraud_McDermott-Weimann,grocery_pos,79.53,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,9013a284bb72c5f56c3c8425b4f1c555,1374406922,41.186363,-73.252921,0
509914,2020-12-21 18:40:01,4063094974360571498,"fraud_Nienow, Barrows and Romaguera",personal_care,17.85,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,6ad62c8733d914e1d36ac5f85b0ec570,1387651201,40.795742,-112.386585,0
111867,2020-07-30 04:21:14,213173753804333,"fraud_Raynor, Reinger and Hagenes",gas_transport,62.62,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,fe5bc94d443238fee2830be6e7fbe146,1375158074,40.881896000000005,-86.39823299999999,0
232820,2020-09-13 12:06:14,213155997615567,"fraud_Hettinger, McCullough and Fay",home,74.87,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,7a05cf32f38a8c42926a8ab37df38ae8,1379073974,40.280728,-79.28111700000001,0
114818,2020-07-31 14:30:24,4839615922685395,"fraud_Berge, Kautzer and Harris",personal_care,59.23,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,86b3fb91dbe6c2f77d5c5693d72a8715,1375281024,38.923909,-86.60659,0
107944,2020-07-28 14:37:42,3576021480694169,"fraud_Lang, Towne and Schuppe",kids_pets,64.13,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,900e3a343f9de6b7fcd230b6c62a9685,1375022262,39.75915,-96.349828,0
201555,2020-08-31 07:19:38,4653879239169997,fraud_Cummerata-Jones,gas_transport,68.9,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,760aa5fdd00251220edf651dbea93cfe,1377933578,36.422866,-86.852046,0
293730,2020-10-09 23:45:39,4069975342931683,fraud_Pagac LLC,shopping_pos,7.08,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,8a97c0c13fbd90fdc823bc00deeac7be,1381362339,38.770616,-81.093828,0
256115,2020-09-22 20:15:00,4900628639996,"fraud_Koss, McLaughlin and Mayer",food_dining,1.09,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,a5d89cb1f0007a49eb953369c455672a,1379880900,33.498855,-118.819904,0
34876,2020-07-03 12:10:32,30234966027947,fraud_Jakubowski Inc,home,94.35,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,10deea650697c067e2c239e9b08fffed,1372853432,44.009464,-88.27458100000001,0
496769,2020-12-19 05:04:20,30290551782700,fraud_Bins-Tillman,entertainment,47.42,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,70b799965aca5fcfe45148e2da5e04c5,1387429460,36.731831,-87.89185,0
392529,2020-11-22 13:03:59,6011438889172900,fraud_Kub PLC,personal_care,26.36,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,9ddf8de8cd6978370bc76685c7a6e76e,1385125439,34.60978,-91.038555,0
41724,2020-07-05 22:16:04,4904681492230012,"fraud_Ferry, Lynch and Kautzer",misc_net,8.15,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,9ac4bead4ab1955a44fe1e26e5906931,1373062564,41.04505,-74.071349,0
194576,2020-08-28 20:41:35,4587657402165341815,fraud_Durgan-Auer,misc_net,132.93,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,cd49f69dd27422e79e457d1b04e2b83d,1377722495,41.156169,-87.984825,0
291719,2020-10-08 22:22:43,4640395708703,fraud_Lubowitz-Walter,kids_pets,8.45,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,01dda033dd81242baabf6230b7aab53d,1381270963,31.403237,-92.357091,0
96605,2020-07-25 05:04:46,2248348993063230,fraud_Welch Inc,misc_net,50.35,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,1b7d43850db5487af6275545c56423b2,1374728686,41.214462,-82.252772,0
157290,2020-08-15 18:31:32,3576021480694169,"fraud_Welch, Rath and Koepp",entertainment,64.83,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,abce436b9d2554ec60667b034df65e27,1376591492,39.172911,-96.364616,0
308462,2020-10-16 09:19:01,3547560454237873,fraud_Halvorson Group,misc_pos,129.26,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,9e0863c44b966740dadf2fe5ecf91886,1381915141,45.495524,-85.712223,0
288183,2020-10-06 20:38:14,213186880359195,fraud_Reichert-Weissnat,travel,595.32,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,f159a40912a7ca1e8e0c20715667ff7c,1381091894,41.233164,-89.68812199999999,0
95377,2020-07-24 16:34:24,567868110212,fraud_Kassulke PLC,shopping_net,2.27,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,7c39e9d275687ac4c28cf10c35978b32,1374683664,29.421957,-95.244872,0
55710,2020-07-10 18:13:12,4358137750029944984,fraud_Lesch Ltd,shopping_pos,4.92,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,5a63011198a69341ebace355e60cf9ca,1373479992,43.160155,-91.3428,0
502410,2020-12-20 13:40:35,340103199302564,fraud_Kutch-Ferry,home,26.9,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1934-02-09,75eb5a65028407831fbd3c30b4164e6e,1387546835,36.382791,-80.37135,0
341098,2020-10-30 17:37:34,213154573301411,fraud_Spencer PLC,entertainment,73.96,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,824c366b2406843f1341c8751a6c5fcf,1383154654,37.883073,-87.444283,0
438724,2020-12-06 13:42:08,4755696071492,fraud_Windler LLC,kids_pets,41.15,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,e040cb26732cf451c88fe1eebc1f4364,1386337328,33.84271,-96.968473,0
34810,2020-07-03 11:27:53,3540210836308425,fraud_O'Keefe-Hudson,grocery_pos,96.8,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,347b10d0e550451c67f7292afb3dc677,1372850873,35.083366,-103.246366,0
84484,2020-07-20 16:29:20,6011934240159560,"fraud_Moore, Williamson and Emmerich",home,93.36,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,0abe672f19bb8abd1365c8072dfc6945,1374337760,45.232026,-69.106348,0
304970,2020-10-14 06:45:08,30518206766474,fraud_Berge LLC,gas_transport,91.85,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1979-01-26,a18942f1c9664abc82dde4ee57f2e339,1381733108,37.239854,-90.012879,0
234807,2020-09-14 02:28:43,4334230547694630,fraud_Rau and Sons,grocery_pos,140.17,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,30330d0c84c01e813e27fb20dfb68a90,1379125723,42.442229,-111.061096,0
1322,2020-06-21 19:44:37,3560797065840735,fraud_Champlin and Sons,home,125.24,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,a5965defb318ed849992705d03d6b668,1371843877,45.626804,-101.244881,0
285073,2020-10-05 20:32:22,4878364946692291,fraud_Bins-Howell,personal_care,45.22,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",1949-08-14,229ca780e8bd560acb2e831439f43566,1381005142,42.213178000000006,-94.728126,0
491172,2020-12-17 17:26:54,371226440126102,fraud_Keeling-Crist,misc_pos,10.06,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,f5605d319da7f5f9cbcb167adcb0bde8,1387301214,38.780025,-88.906559,0
266947,2020-09-28 04:26:32,2305336922781618,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.88,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,ada9ad21f3e5c17e2a0ceef5403096d3,1380342392,39.705984,-91.760642,0
157404,2020-08-15 19:38:30,3525590521269779,fraud_Parker-Kunde,personal_care,7.67,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,2c9c58aeb782bcd1df15c1c6c3b24eb9,1376595510,36.707065,-78.466557,0
175571,2020-08-22 02:28:17,4066595222529,fraud_Schumm PLC,shopping_net,1.87,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,fc395f7abe84956aa4f5ba5b124b42f9,1377138497,37.74357,-82.45075,0
149149,2020-08-11 22:12:57,4957924165498,fraud_Rau-Grant,kids_pets,6.57,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,1955-12-04,40a688151d08a2c201d701a97500dfa5,1376259177,39.570617,-103.102386,0
12890,2020-06-25 13:45:31,30266994494236,"fraud_O'Reilly, Mohr and Purdy",home,7.41,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,26f17d90b59f14754b3fb76a52bb91f8,1372167931,38.079753,-77.46449399999999,0
371908,2020-11-13 01:22:51,501882822387,fraud_Nader-Heller,misc_net,25.44,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,41f4db324b24699ba4c0cc090a2f58ed,1384305771,31.330635,-91.108537,0
197424,2020-08-30 01:40:29,2703186189652095,fraud_Funk Group,grocery_net,51.15,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,0ddae7789ab6041ac83fe1c5d8594184,1377826829,36.852793,-81.835923,0
469315,2020-12-13 07:08:17,30407675418785,fraud_Roob LLC,grocery_net,37.11,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,8121200d222aef8d10326bc10e84d621,1386918497,41.231469,-77.68791800000001,0
92192,2020-07-23 06:04:31,4292902571056973207,fraud_Jaskolski-Dibbert,grocery_net,11.5,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,1f5999fcb17f6bed454136733879f2e9,1374559471,46.169694,-114.797436,0
399989,2020-11-24 22:48:32,6011542681743618,"fraud_Altenwerth, Cartwright and Koss",shopping_net,5.02,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,720d24272e501fa80c68fa928dca7a35,1385333312,39.509429,-78.64073,0
541703,2020-12-28 19:24:07,6592074504369261,"fraud_Conroy, Balistreri and Gorczany",health_fitness,194.37,Amanda,Molina,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,40.0897,-74.9781,1526206,Commercial horticulturist,1972-05-23,577960da59d3ef4c9a25a33ee2b19c01,1388258647,41.005155,-75.31501,0
265931,2020-09-27 20:25:45,38580485618059,fraud_Morissette LLC,entertainment,50.35,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,60556d9b33e941311d14c26f29379cf7,1380313545,48.58137,-102.986124,0
178706,2020-08-23 10:01:34,3528231451607350,fraud_Friesen-D'Amore,gas_transport,42.51,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,e84b698f11ec4bbfa2509992f5fe8f13,1377252094,40.090131,-75.04916300000001,0
130628,2020-08-05 15:57:50,4302480582202074,fraud_Gibson-Deckow,entertainment,45.21,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,e4a1e6d87cdcb6b2669a8cd8c20df996,1375718270,43.614053000000006,-87.09187,0
543600,2020-12-29 02:14:59,30270432095985,fraud_Parisian and Sons,gas_transport,52.4,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,32dc58e13ded3a8e5e6c235a4cf52db7,1388283299,40.229004,-90.347868,0
290794,2020-10-08 10:58:29,4981132848794,fraud_Lebsack and Sons,misc_net,533.64,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,af91949bc50e0809af7a8c4ee6a9bbf7,1381229909,40.251721,-80.31318,0
195115,2020-08-29 02:13:52,567868110212,fraud_Howe Ltd,misc_pos,224.2,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,46e31996e904340fae584d201830a752,1377742432,29.701234000000003,-94.666456,0
118499,2020-08-02 02:36:37,2235613922823698,fraud_Brown PLC,misc_net,9.9,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,13dbe8c2fea68b9e261f2c856add99ee,1375410997,42.327472,-104.130393,0
332996,2020-10-26 20:51:41,676308307625,fraud_Gleason-Macejkovic,shopping_net,2.41,Donald,Evans,M,1287 Michael Roads,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,1989-12-10,d006b0c20482ea96be00fd8f49e14e43,1382820701,39.861759,-119.406569,0
443002,2020-12-07 07:03:30,370348764075623,fraud_Will Ltd,food_dining,18.2,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,438978e1f421111e638567631be3b5be,1386399810,29.896694,-90.88943,0
205307,2020-09-01 04:54:58,630423337322,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,99.99,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,1ee780b62862677b45f900f2ea1780b0,1378011298,48.053199,-118.582234,0
57493,2020-07-11 12:57:47,180048185037117,"fraud_Bahringer, Osinski and Block",food_dining,6.59,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,9bd2ae380b0291435c44d37ee4a6607f,1373547467,39.961084,-73.420001,0
131790,2020-08-06 05:20:42,4223708906367574214,fraud_Kihn Inc,shopping_pos,127.95,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,73e8cf6e173a9f708074ebc8437021bb,1375766442,38.727929,-84.552805,0
349103,2020-11-02 22:13:58,377026671291680,fraud_Kozey-Kuhlman,personal_care,16.86,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,3e70584c5425abfe4636713eedfe228c,1383430438,37.58079,-91.757586,0
58716,2020-07-11 23:31:24,3576021480694169,fraud_Dooley Inc,shopping_pos,56.27,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,14e425c624be7177b3a16bcc3e31ed75,1373585484,39.602763,-95.91592,0
154266,2020-08-14 11:22:44,4301028321766222513,fraud_Kutch Group,grocery_net,56.57,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,49932cbd729c7ae12ca8667393fde1ea,1376479364,41.519842,-81.379949,0
68212,2020-07-14 14:55:04,213163860545705,"fraud_Larkin, Stracke and Greenfelder",entertainment,79.36,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,d3558f2e51a2c8f9a8fef065f16cccb7,1373813704,33.213066,-81.905535,0
469345,2020-12-13 07:21:16,4653879239169997,fraud_Friesen-Stamm,gas_transport,57.42,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,122487bae64848349411c6785c787303,1386919276,37.775099,-85.28224399999999,0
366348,2020-11-10 07:54:39,341283058448499,fraud_Harris Inc,gas_transport,73.05,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,86b2503fe2435a305e04981e28f6a322,1384070079,30.596498,-85.27409399999999,0
468850,2020-12-13 04:45:29,213174467670432,fraud_Funk Group,grocery_net,40.75,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,c20039496fb050f147cbf751b544555d,1386909929,40.295613,-75.992082,0
430654,2020-12-04 15:01:29,180049032966888,"fraud_Ledner, Hartmann and Feest",health_fitness,78.74,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,d4b275c1e2980f8651e84258d19f8228,1386169289,46.008254,-91.166899,0
369932,2020-11-11 20:29:40,4822367783500458,"fraud_Wuckert, Wintheiser and Friesen",home,12.24,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1991-01-01,fcf127bc883dee0572f6ba30e742cb38,1384201780,28.965654,-82.041105,0
47226,2020-07-07 08:15:01,4760122961662,fraud_Hackett-Lueilwitz,grocery_pos,142.5,Robert,Jordan,M,4602 Lopez Glens Suite 900,Arcadia,OH,44804,41.1116,-83.50200000000001,1202,Curator,1933-03-01,b310bd918bdac952ec4753161c5e781e,1373184901,41.766384,-83.914664,0
160085,2020-08-16 17:22:28,3511378610369890,fraud_Stiedemann Ltd,food_dining,4.97,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,c6b86c79af397eba50a7f3afbcb1a875,1376673748,35.364573,-86.401436,0
179885,2020-08-23 17:29:38,4306586894261180,fraud_Fritsch and Sons,health_fitness,6.75,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,3524fe68347c722c9b9d554888b591dd,1377278978,39.816933,-86.756656,0
499933,2020-12-20 00:25:13,4998109455173950,fraud_Roberts-Beahan,misc_pos,1.45,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,59f6580e413523816436f0b2ffd5e99f,1387499113,39.506625,-95.295289,0
554738,2020-12-31 18:16:09,30551643947183,fraud_Bode-Rempel,kids_pets,86.39,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,bde7eadee3d2fbcdb4e7433e89d3ea6b,1388513769,34.641452,-81.764815,0
526955,2020-12-25 19:59:09,3589289942931264,"fraud_Streich, Dietrich and Barton",shopping_net,2.56,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,81f2de9b764d1b23478beda6b1c868e7,1388001549,43.479237,-98.517307,0
382108,2020-11-17 06:32:32,4683638447911,fraud_Dooley-Thompson,misc_net,87.5,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,5a65f258a87442fb178001d8733e0258,1384669952,30.638501,-92.343309,0
436979,2020-12-06 04:37:56,2229824890647120,fraud_Kuphal-Predovic,misc_net,2.24,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,b523f93ee4ca0bbef553e503da2a54e9,1386304676,29.575513,-89.98976400000001,0
185976,2020-08-25 07:48:55,3592325941359225,fraud_Miller-Harris,misc_net,616.15,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,f8db4c5edef117abbd77338c2d055457,1377416935,36.332023,-78.040386,0
539452,2020-12-28 12:36:38,4874017206859125,"fraud_Reinger, Weissnat and Strosin",food_dining,24.24,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,f95a60a17d38d8871f0a1c22b4a1b0e6,1388234198,45.457917,-122.034336,0
535968,2020-12-27 20:54:22,4158008602445,fraud_Gaylord-Powlowski,home,60.17,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1979-12-27,ee8cb5d463295aeb90ed27e49eac2b6d,1388177662,44.837908,-93.582223,0
372864,2020-11-13 14:58:40,4998109455173950,"fraud_Watsica, Haag and Considine",shopping_pos,21.63,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,8709074e54ef8399ed1fac0cfe3065ab,1384354720,38.554697,-94.592063,0
61205,2020-07-12 18:28:29,6011348830550197,"fraud_Lang, Towne and Schuppe",kids_pets,15.99,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,d38cd907d99f323893ecc45ae3d90196,1373653709,33.672515000000004,-85.902342,0
502219,2020-12-20 12:58:53,379141394109214,fraud_Torphy-Kertzmann,health_fitness,36.19,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1966-12-15,2d17b6d862d4e341ccf82fbfd7821bb4,1387544333,34.350311,-81.123304,0
87031,2020-07-21 07:28:16,4707867759656333,"fraud_Connelly, Reichert and Fritsch",gas_transport,63.92,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1967-02-04,d3ba1ef439e9b23b9d9d1b107fb23176,1374391696,37.218673,-83.039004,0
89595,2020-07-21 22:12:21,4792627764422477317,fraud_Waelchi Inc,kids_pets,9.25,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,fec3e41dceda167a4a801630854bbd9a,1374444741,38.439029,-94.091598,0
14016,2020-06-26 01:14:47,4452366298769043,fraud_Skiles-Ankunding,grocery_net,63.34,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,dbfe6e07f130e0fece46794c092b92a1,1372209287,31.477312,-97.676526,0
534647,2020-12-27 15:53:31,4302480582202074,fraud_Greenholt Ltd,health_fitness,35.89,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,77764ba13791454a8c4671f437ecb730,1388159611,44.200369,-86.971515,0
52481,2020-07-09 08:26:57,4277232699798846,fraud_Stark-Batz,entertainment,35.76,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,493c6b85db9e7c752169d05df1c63e4d,1373358417,45.733678000000005,-102.952867,0
274750,2020-10-01 09:43:29,348789608637806,"fraud_Huel, Hammes and Witting",grocery_pos,150.09,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,d8af8c5290d9b8daf790b015a4be6c61,1380620609,39.766381,-99.390411,0
294896,2020-10-10 15:55:24,30199621383748,fraud_Deckow-Dare,food_dining,46.64,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,2f0b4ebda3a861b34e5c868e2f63422d,1381420524,34.364242,-96.076978,0
340832,2020-10-30 15:06:38,3596217206093829,fraud_Thiel Ltd,travel,8.97,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,625bb8314793b8b0b1cdea69a3a57d73,1383145598,41.50505,-91.289137,0
106574,2020-07-28 05:36:16,4904681492230012,fraud_Rodriguez Group,gas_transport,89.9,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,2bc45040ad5ae13b477d2a2d6c74a252,1374989776,40.979074,-74.51289,0
460966,2020-12-11 02:47:42,3533800906065217,fraud_Kuphal-Bartoletti,misc_net,18.72,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,03caea0afdbc8c45ff09de3ef9f2c6cd,1386730062,40.160335,-99.166905,0
84323,2020-07-20 15:48:48,2269768987945882,fraud_Hilpert-Conroy,kids_pets,114.7,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,38ee6fdecdb620c2d283ae90874b1126,1374335328,41.949712,-77.09313,0
